title,url,type,tags,description,thumbnailUrl,energy,energy_related,tag
Topographic/Contours,https://maps.nashville.gov/arcgis/rest/services/Topographic/Contours/MapServer,Map Service,"Tennessee,Nashville,EnergyAtlas,Topographic",This layer contains Contour Elevation lines derived from LIDAR acquired in 2011. The contour interval is 2 ft.,https://maps.nashville.gov/arcgis/rest/services/Topographic/Contours/MapServer/info/thumbnail,topography,8,topography
GW/GCD_PLUGGING_PGRMS_2014,https://gisweb.tceq.texas.gov/arcgis/rest/services/GW/GCD_PLUGGING_PGRMS_2014/MapServer,Map Service,"Texas,Texas Commission on Environmental Quality,EnergyAtlas,GW",2014 Texas Alliance of Groundwater Districts (TAGD) and Texas Commission on Environmental Quality (TCEQ) GCD survey results. ArcGIS Online (AGO) web map/app embedded on Texas Groundwater Protection Committee (TGPC) Water Wells webpage (http://tgpc.texas.gov/water-wells/#7).,https://gisweb.tceq.texas.gov/arcgis/rest/services/GW/GCD_PLUGGING_PGRMS_2014/MapServer/info/thumbnail,geothermal,8,wells
WOM/SanAntGuad_PRD,https://gisweb.tceq.texas.gov/arcgis/rest/services/WOM/SanAntGuad_PRD/MapServer,Map Service,"Texas,Texas Commission on Environmental Quality,EnergyAtlas,WOM","This map is associated with a research project at The University of Texas at Austin funded by the Texas Commission on Environmental Quality. The goal of the project is to provide Texas Watermasters with estimates of stream discharge forecasted for all rivers within a basin. Discharge is computed using Cedric David’s RAPID river routing model (http://rapid-hub.org/) which routes catchment runoff forecasted by the National Weather Service. The map is updated regularly (hourly to daily, depending on the arrival of forecasts) with computed discharge values. Map layers such as active diversions associated with water right permit holders provide additional context. This research is ongoing; therefore, use this map with caution, bearing in mind that it is still experimental and may change or be taken offline without warning.",https://gisweb.tceq.texas.gov/arcgis/rest/services/WOM/SanAntGuad_PRD/MapServer/info/thumbnail,oil,8,blocks
WOM/Brazos_PRD,https://gisweb.tceq.texas.gov/arcgis/rest/services/WOM/Brazos_PRD/MapServer,Map Service,"Texas,Texas Commission on Environmental Quality,EnergyAtlas,WOM","This map is associated with a research project at The University of Texas at Austin funded by the Texas Commission on Environmental Quality. The goal of the project is to provide Texas Watermasters with estimates of stream discharge forecasted for all rivers within a basin. Discharge is computed using Cedric David’s RAPID river routing model (http://rapid-hub.org/) which routes catchment runoff forecasted by the National Weather Service. The map is updated regularly (hourly to daily, depending on the arrival of forecasts) with computed discharge values. Map layers such as active diversions associated with water right permit holders provide additional context. This research is ongoing; therefore, use this map with caution, bearing in mind that it is still experimental and may change or be taken offline without warning.",https://gisweb.tceq.texas.gov/arcgis/rest/services/WOM/Brazos_PRD/MapServer/info/thumbnail,oil,8,wells
Bathymetry/Bathymetry_TX_LA_Coast,https://feature.tnris.org/arcgis/rest/services/Bathymetry/Bathymetry_TX_LA_Coast/MapServer,Map Service,"Texas,Texas Natural Resources Information System,EnergyAtlas,Bathymetry","Bathymetry of the Texas-Louisiana Continental Shelf was compiled in a project carried out in 2004 - 2006 sponsored by the Texas Sea Grant College Program. The project objective was to provide for the first time new bathymetry as good as the available underlying historical U. S. Coast Survey bathymetric survey data. The mapped extent was the Texas coastal region, including bays and estuaries, and the Continental Shelf out to the 100-meter isobath. Land topography was added, and bathymetry and land topography were co-registered to a common shoreline, providing seamless across-the-shore map coverage at a uniform contour interval of one meter.",https://feature.tnris.org/arcgis/rest/services/Bathymetry/Bathymetry_TX_LA_Coast/MapServer/info/thumbnail,topography,8,bathymetry
Hypsography/StratMap_Hypsography,https://feature.tnris.org/arcgis/rest/services/Hypsography/StratMap_Hypsography/MapServer,Map Service,"Texas,Texas Natural Resources Information System,EnergyAtlas,Hypsography","Hypsography (elevation contours) Digital Line Graph (DLG-3) data are currently derived by digitizing map features as line graph elements from the cartographic source materials. The scale of the source materials is 1:24,000.",https://feature.tnris.org/arcgis/rest/services/Hypsography/StratMap_Hypsography/MapServer/info/thumbnail,geology,7,topography
ROW/ROW_Edit_Map_Sevices_TEST,https://maps.dot.state.tx.us/arcgis/rest/services/ROW/ROW_Edit_Map_Sevices_TEST/MapServer,Map Service,"Texas,Texas Department of Transportation,EnergyAtlas,ROW",ROW Asset Sign and Parcel layers,https://maps.dot.state.tx.us/arcgis/rest/services/ROW/ROW_Edit_Map_Sevices_TEST/MapServer/info/thumbnail,geology,8,geology
continuum/continuumpublic_mapservice2,https://coastal.beg.utexas.edu/arcgis/rest/services/continuum/continuumpublic_mapservice2/MapServer,Map Service,"Texas,Texas Bureau of Economic Geology,EnergyAtlas,continuum",No description,https://coastal.beg.utexas.edu/arcgis/rest/services/continuum/continuumpublic_mapservice2/MapServer/info/thumbnail,geomatics,7,imagery
continuum/continuumpublic_mapservice2,https://coastal.beg.utexas.edu/arcgis/rest/services/continuum/continuumpublic_mapservice2/FeatureServer,Feature Service,"Texas,Texas Bureau of Economic Geology,EnergyAtlas,continuum",No description,https://coastal.beg.utexas.edu/arcgis/rest/services/continuum/continuumpublic_mapservice2/FeatureServer/info/thumbnail,geomatics,7,imagery
futurerenewables/FutureRenewablesResults,https://coastal.beg.utexas.edu/arcgis/rest/services/futurerenewables/FutureRenewablesResults/MapServer,Map Service,"Texas,Texas Bureau of Economic Geology,EnergyAtlas,futurerenewables",No description,https://coastal.beg.utexas.edu/arcgis/rest/services/futurerenewables/FutureRenewablesResults/MapServer/info/thumbnail,renewables,8,renewables
futurerenewables/ProbabilityRasters,https://coastal.beg.utexas.edu/arcgis/rest/services/futurerenewables/ProbabilityRasters/ImageServer,Image Service,"Texas,Texas Bureau of Economic Geology,EnergyAtlas,futurerenewables",futurerenewables/ProbabilityRasters,https://coastal.beg.utexas.edu/arcgis/rest/services/futurerenewables/ProbabilityRasters/ImageServer/info/thumbnail,renewables,8,renewables
surfacecasing/surfacecasing_client,https://coastal.beg.utexas.edu/arcgis/rest/services/surfacecasing/surfacecasing_client/MapServer,Map Service,"Texas,Texas Bureau of Economic Geology,EnergyAtlas,surfacecasing",No description,https://coastal.beg.utexas.edu/arcgis/rest/services/surfacecasing/surfacecasing_client/MapServer/info/thumbnail,oil,7,wells
surfacecasing/surfacecasing_backend_rasters,https://coastal.beg.utexas.edu/arcgis/rest/services/surfacecasing/surfacecasing_backend_rasters/MapServer,Map Service,"Texas,Texas Bureau of Economic Geology,EnergyAtlas,surfacecasing",No description,https://coastal.beg.utexas.edu/arcgis/rest/services/surfacecasing/surfacecasing_backend_rasters/MapServer/info/thumbnail,geology,7,geology
